APPLICATION_NAME,RESOLUTION_CODE,RESOLUTION,TICKET_NO,OPEN_DATE,END_STATE_DATE_NEXT_BUSINESS_DATE,CLOSED_DATE,PRIORITY,RESPOND_SLA,ASSIGNEE_NAME,BRIEF_DESCRIPTION,DURATION,WORKNOTE,PRODUCT_TYPE,TYPE,APPLICATION_NAME_MASKED,ASSIGNEE_NAME_MASKED
Patient Insights,Solution provided,"Incident - Patient Insight | IQVIA - Pfizer SFTP Connection Issue - Unable to deliver Weekly Extracts

RCA - While IQVIA attempting to deliver the weekly extracts for 1/7, team received an error connecting the Pfizer SFTP. 

Resolution - Issue was resolved from IQVIA's end and the files were delivered and loaded to our system .

From: Samiayyan, Shan <Shan.Samiayyan@Pfizer.com> 
Sent: Thursday, January 22, 2026 10:18 PM
To: Gundanna, Punya (Contractor) <Punya.Gundanna@pfizer.com>; Suresh, Bhargavi (Contractor) <Bhargavi.Suresh@pfizer.com>
Cc: DL-Patient Insights Digital Leads <DL-Patient-Insights-Digital-Leads@pfizer.com>; Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>; DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Karuppiah, Rahul Dinesh Ganapathy (Contractor) <RahulDinesh.G.Karuppiah@pfizer.com>; Peng, Robert <XiaoJiang.Peng@pfizer.com>; Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com>
Subject: Re: IQVIA - Pfizer SFTP Connection Issue - Unable to deliver Weekly Extracts | INC02786682

Thank you Punya.


Regards
Shan Samiayyan | Pfizer Digital - C4 PSS Patient Insights
 
From: Gundanna, Punya (Contractor) <Punya.Gundanna@pfizer.com>
Date: Thursday, January 22, 2026 at 5:38 AM
To: Samiayyan, Shan <Shan.Samiayyan@Pfizer.com>, Suresh, Bhargavi (Contractor) <Bhargavi.Suresh@pfizer.com>
Cc: DL-Patient Insights Digital Leads <DL-Patient-Insights-Digital-Leads@pfizer.com>, Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>, DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>, Karuppiah, Rahul Dinesh Ganapathy (Contractor) <RahulDinesh.G.Karuppiah@pfizer.com>, Peng, Robert <XiaoJiang.Peng@pfizer.com>, Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com>
Subject: RE: IQVIA - Pfizer SFTP Connection Issue - Unable to deliver Weekly Extracts | INC02786682
Hi Shan,
 
The issue has been resolved and hence we are proceeding with the closure of this incident ticket.
 
To address this going forward , we have strengthened our monitoring a",INC02786682,2026-01-08 9:13,2026-01-23 13:14,2026-01-30 3:06,4 - Low,,SURESB06,Patient Insight | IQVIA - Pfizer SFTP Connection Issue - Unable to deliver Weekly Extracts,13 Days 19 Hours 1 Minute,"2026-01-22 05:42:20 - Punya Gundanna (Work notes)
Inputs shared with Shan . Pending approval for closure.

From: Gundanna, Punya (Contractor) <Punya.Gundanna@pfizer.com> 
Sent: Thursday, January 22, 2026 4:09 PM
To: Samiayyan, Shan <Shan.Samiayyan@Pfizer.com>; Suresh, Bhargavi (Contractor) <Bhargavi.Suresh@pfizer.com>
Cc: DL-Patient Insights Digital Leads <DL-Patient-Insights-Digital-Leads@pfizer.com>; Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>; DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Karuppiah, Rahul Dinesh Ganapathy (Contractor) <RahulDinesh.G.Karuppiah@pfizer.com>; Peng, Robert <XiaoJiang.Peng@pfizer.com>; Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com>
Subject: RE: IQVIA - Pfizer SFTP Connection Issue - Unable to deliver Weekly Extracts | INC02786682

Hi Shan,

The issue has been resolved and hence we are proceeding with the closure of this incident ticket.

To address this going forward , we have strengthened our monitoring approach. We perform daily checks to confirm successful delivery of all expected IQVIA extracts and immediately flag any missing or delayed files.

In addition, we will continue proactive monitoring of the SFTP feed so that any connectivity or delivery issues are identified early and communicated to all the stake holders.

Please do let us know if in case of any concerns/queries.

Thanks,
Punya


2026-01-09 07:43:04 - Bhargavi Suresh (Work notes)
Hi @Samiayyan, Shan,


Please find below Dashboard list that are impacted due to the issue mentioned below.
CHAMP report
Passport SPP
Patient Experience
ES Financial
ES Impact
FRM/OSOT


Thanks,
Bhargavi


2026-01-09 01:17:47 - Ashish Anand (Work notes)
Assigned to Bharagavi

2026-01-08 09:22:52 - Akhil Durgam (Work notes)
Hi Eric,

Please be informed that an incident ticket has been raised for the below mentioned issue. We are working on it and will share updates as we make progress.

Regards,
Akhil


",,,App_001,User_005
Patient Insights,Solution provided,"Incident - Patient Insight | IQVIA - Pfizer SFTP Connection Issue - Unable to deliver Weekly Extracts

RCA - While IQVIA attempting to deliver the weekly extracts for 1/7, team received an error connecting the Pfizer SFTP. 

Resolution - Issue was resolved from IQVIA's end and the files were delivered and loaded to our system .

From: Samiayyan, Shan <Shan.Samiayyan@Pfizer.com> 
Sent: Thursday, January 22, 2026 10:18 PM
To: Gundanna, Punya (Contractor) <Punya.Gundanna@pfizer.com>; Suresh, Bhargavi (Contractor) <Bhargavi.Suresh@pfizer.com>
Cc: DL-Patient Insights Digital Leads <DL-Patient-Insights-Digital-Leads@pfizer.com>; Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>; DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Karuppiah, Rahul Dinesh Ganapathy (Contractor) <RahulDinesh.G.Karuppiah@pfizer.com>; Peng, Robert <XiaoJiang.Peng@pfizer.com>; Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com>
Subject: Re: IQVIA - Pfizer SFTP Connection Issue - Unable to deliver Weekly Extracts | INC02786682

Thank you Punya.


Regards
Shan Samiayyan | Pfizer Digital - C4 PSS Patient Insights
 
From: Gundanna, Punya (Contractor) <Punya.Gundanna@pfizer.com>
Date: Thursday, January 22, 2026 at 5:38 AM
To: Samiayyan, Shan <Shan.Samiayyan@Pfizer.com>, Suresh, Bhargavi (Contractor) <Bhargavi.Suresh@pfizer.com>
Cc: DL-Patient Insights Digital Leads <DL-Patient-Insights-Digital-Leads@pfizer.com>, Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>, DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>, Karuppiah, Rahul Dinesh Ganapathy (Contractor) <RahulDinesh.G.Karuppiah@pfizer.com>, Peng, Robert <XiaoJiang.Peng@pfizer.com>, Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com>
Subject: RE: IQVIA - Pfizer SFTP Connection Issue - Unable to deliver Weekly Extracts | INC02786682
Hi Shan,
 
The issue has been resolved and hence we are proceeding with the closure of this incident ticket.
 
To address this going forward , we have strengthened our monitoring a",INC02786682,2026-01-08 9:13,2026-01-30 13:36,2026-01-30 3:06,4 - Low,,SURESB06,Patient Insight | IQVIA - Pfizer SFTP Connection Issue - Unable to deliver Weekly Extracts,7 Days 22 Minutes,"2026-01-22 05:42:20 - Punya Gundanna (Work notes)
Inputs shared with Shan . Pending approval for closure.

From: Gundanna, Punya (Contractor) <Punya.Gundanna@pfizer.com> 
Sent: Thursday, January 22, 2026 4:09 PM
To: Samiayyan, Shan <Shan.Samiayyan@Pfizer.com>; Suresh, Bhargavi (Contractor) <Bhargavi.Suresh@pfizer.com>
Cc: DL-Patient Insights Digital Leads <DL-Patient-Insights-Digital-Leads@pfizer.com>; Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>; DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Karuppiah, Rahul Dinesh Ganapathy (Contractor) <RahulDinesh.G.Karuppiah@pfizer.com>; Peng, Robert <XiaoJiang.Peng@pfizer.com>; Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com>
Subject: RE: IQVIA - Pfizer SFTP Connection Issue - Unable to deliver Weekly Extracts | INC02786682

Hi Shan,

The issue has been resolved and hence we are proceeding with the closure of this incident ticket.

To address this going forward , we have strengthened our monitoring approach. We perform daily checks to confirm successful delivery of all expected IQVIA extracts and immediately flag any missing or delayed files.

In addition, we will continue proactive monitoring of the SFTP feed so that any connectivity or delivery issues are identified early and communicated to all the stake holders.

Please do let us know if in case of any concerns/queries.

Thanks,
Punya


2026-01-09 07:43:04 - Bhargavi Suresh (Work notes)
Hi @Samiayyan, Shan,


Please find below Dashboard list that are impacted due to the issue mentioned below.
CHAMP report
Passport SPP
Patient Experience
ES Financial
ES Impact
FRM/OSOT


Thanks,
Bhargavi


2026-01-09 01:17:47 - Ashish Anand (Work notes)
Assigned to Bharagavi

2026-01-08 09:22:52 - Akhil Durgam (Work notes)
Hi Eric,

Please be informed that an incident ticket has been raised for the below mentioned issue. We are working on it and will share updates as we make progress.

Regards,
Akhil


",,,App_001,User_005
Patient Insights,Successful,CI was successfully implemented,CHG0243992,2026-01-06 1:43,,2026-02-04 1:45,4 - Low,,DURGAA02,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-02-04 01:45:01 - Akhil Durgam (Work notes)
Automatically applied proposed CI changes as the Change moved to the Review state.
Applied to CI(s): 1.
Applied CI(s): Patient Insights Platform (Biopharma) - 1.0 - Amer - Production.
Remaining CI(s) with unapplied proposed updates: 0.
NOTE: If any proposed CI update contains invalid data combinations, none of the proposed updates for that CI are applied.

2026-01-13 01:16:08 - Akhil Durgam (Work notes)
PJT and Summary - Deployment Document -Jan'25- SIT.docx has been attached to CHG0243992

2026-01-13 01:15:48 - Akhil Durgam (Work notes)
Hybrid HUB Integration  - Deployment Document -Dec'25- SIT.docx has been removed from CHG0243992

2026-01-07 01:40:02 - Akhil Durgam (Work notes)
Hybrid HUB Integration  - Deployment Document -Dec'25- SIT.docx has been attached to CHG0243992

2026-01-07 01:39:39 - Akhil Durgam (Work notes)
Hybrid HUB Integration  - Deployment Document -Dec'25- SIT.docx has been removed from CHG0243992

2026-01-06 01:43:57 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to Authorize

2026-01-05 09:05:53 - Akhil Durgam (Work notes)
Hybrid HUB Integration  - Deployment Document -Dec'25- SIT.docx has been attached to CHG0243992

",,,App_001,User_002
Patient Insights,Successful,Successful,CHG0243992,2026-01-05 6:26,,,3 - Moderate,,DURGAA02,Patient Insights| Deployment of Integrating Hybrid HUB data into Patient Summary and Journey | SIT Deployment,,"2026-02-04 01:45:01 - Akhil Durgam (Work notes)
Automatically applied proposed CI changes as the Change moved to the Review state.
Applied to CI(s): 1.
Applied CI(s): Patient Insights Platform (Biopharma) - 1.0 - Amer - Production.
Remaining CI(s) with unapplied proposed updates: 0.
NOTE: If any proposed CI update contains invalid data combinations, none of the proposed updates for that CI are applied.

2026-01-13 01:16:08 - Akhil Durgam (Work notes)
PJT and Summary - Deployment Document -Jan'25- SIT.docx has been attached to CHG0243992

2026-01-13 01:15:48 - Akhil Durgam (Work notes)
Hybrid HUB Integration  - Deployment Document -Dec'25- SIT.docx has been removed from CHG0243992

2026-01-07 01:40:02 - Akhil Durgam (Work notes)
Hybrid HUB Integration  - Deployment Document -Dec'25- SIT.docx has been attached to CHG0243992

2026-01-07 01:39:39 - Akhil Durgam (Work notes)
Hybrid HUB Integration  - Deployment Document -Dec'25- SIT.docx has been removed from CHG0243992

2026-01-06 01:43:57 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to Authorize

2026-01-05 09:05:53 - Akhil Durgam (Work notes)
Hybrid HUB Integration  - Deployment Document -Dec'25- SIT.docx has been attached to CHG0243992

",,,App_001,User_002
Patient Insights,Workaround applied,"Problem:
In Enhanced Services, the Incremental Transactions and Calculated Ratio show significant variation with every production load.
RCA:
During patient-pair generation, the Patient ID changes across loads, resulting in a different or additional set of patient pairs being produced each time. This leads to changes in the Inc_Avg values for the corresponding brands. Since Incremental Revenue—a key input for Ratio calculation—depends on these values, the Ratio fluctuates across loads.
Resolution:
To ensure consistent results, we plan to enhance the patient-pair matching mechanism so that the same Patient IDs are generated reliably across all runs. A Jira ticket https://digitalpfizer.atlassian.net/browse/PSSPI-9074 has been created for this enhancement and handed over to the L3 team for further action.


",INC03755462,2026-02-09 1:34,2026-03-18 16:37,2026-03-25 8:04,4 - Low,,SURESB06,Patient Insights | Enhancement | Enhanced Services-Financial-Incremental Trx Difference - JIRA -,13 Days 22 Hours 38 Minutes,"2026-03-18 07:07:03 - Bhargavi Suresh (Work notes)
From: Kumar Paramasivam, Manoj (Contractor) <Manoj.KumarParamasivam@pfizer.com> 
Sent: Tuesday, March 17, 2026 5:02 PM
To: Sivaramakrishnan, Chellakumar (Contractor) <Chellakumar.Sivaramakrishnan@pfizer.com>
Cc: Shaji, Genuine <Genuine.Shaji@pfizer.com>; DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: FW: Patient Insights | INC03755462 | Enhanced Services-Financial-Incremental Trx Difference

Hi Chella,

As discussed, we have created the Jira https://digitalpfizer.atlassian.net/browse/PSSPI-9074 for below request to L3 team to proceed the enhancement and it is low priority from the Business.

Please let us know if anything required.

Regards,
Manoj kumar.P


From: Kumar Paramasivam, Manoj (Contractor) 
Sent: Tuesday, March 10, 2026 2:48 PM
To: Suresh, Bhargavi (Contractor) <Bhargavi.Suresh@pfizer.com>; Samiayyan, Shan <Shan.Samiayyan@Pfizer.com>
Cc: Wang, Eric <Eric.Wang2@pfizer.com>; Ananthakrishnan, Mahadevan <Mahadevan.Ananthakrishnan@pfizer.com>; Duraimanickam, Indhuja <Indhuja.Duraimanickam@pfizer.com>; Gunasekaran, Nandhini <Nandhini.Gunasekaran@pfizer.com>; Muthuramalingam, Vimala Gokulam <Vimala.Muthuramalingam@pfizer.com>; Samiayyan, Shan <Shan.Samiayyan@Pfizer.com>; Udayakumar, Sowmiya <Sowmiya.Udayakumar@pfizer.com>; Venkatesan, Priyadarshini <Priyadarshini.V@pfizer.com>; DL-Astra <DL-Astra@pfizer.com>; DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: RE: Patient Insights | INC03755462 | Enhanced Services-Financial-Incremental Trx Difference

Hi Shan,

We had a walkthrough session on the below request with the business during the previous bi weekly call. The business mentioned that the Enhanced Services – Financial issue is a low priority for them and recommended enhancing the pair matching mechanism to explore the possibility of generating the same patient ID consistently across all runs.
Based on this discussion, we plan to create a Jira for this enhanc",,,App_001,User_005
Patient Insights,Workaround applied,"Problem:
In Enhanced Services, the Incremental Transactions and Calculated Ratio show significant variation with every production load.
RCA:
During patient-pair generation, the Patient ID changes across loads, resulting in a different or additional set of patient pairs being produced each time. This leads to changes in the Inc_Avg values for the corresponding brands. Since Incremental Revenue—a key input for Ratio calculation—depends on these values, the Ratio fluctuates across loads.
Resolution:
To ensure consistent results, we plan to enhance the patient-pair matching mechanism so that the same Patient IDs are generated reliably across all runs. A Jira ticket https://digitalpfizer.atlassian.net/browse/PSSPI-9074 has been created for this enhancement and handed over to the L3 team for further action.


",INC03755462,2026-02-09 1:34,2026-03-25 17:34,2026-03-25 8:04,4 - Low,,SURESB06,Patient Insights | Enhancement | Enhanced Services-Financial-Incremental Trx Difference - JIRA -,7 Days 57 Minutes,"2026-03-18 07:07:03 - Bhargavi Suresh (Work notes)
From: Kumar Paramasivam, Manoj (Contractor) <Manoj.KumarParamasivam@pfizer.com> 
Sent: Tuesday, March 17, 2026 5:02 PM
To: Sivaramakrishnan, Chellakumar (Contractor) <Chellakumar.Sivaramakrishnan@pfizer.com>
Cc: Shaji, Genuine <Genuine.Shaji@pfizer.com>; DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: FW: Patient Insights | INC03755462 | Enhanced Services-Financial-Incremental Trx Difference

Hi Chella,

As discussed, we have created the Jira https://digitalpfizer.atlassian.net/browse/PSSPI-9074 for below request to L3 team to proceed the enhancement and it is low priority from the Business.

Please let us know if anything required.

Regards,
Manoj kumar.P


From: Kumar Paramasivam, Manoj (Contractor) 
Sent: Tuesday, March 10, 2026 2:48 PM
To: Suresh, Bhargavi (Contractor) <Bhargavi.Suresh@pfizer.com>; Samiayyan, Shan <Shan.Samiayyan@Pfizer.com>
Cc: Wang, Eric <Eric.Wang2@pfizer.com>; Ananthakrishnan, Mahadevan <Mahadevan.Ananthakrishnan@pfizer.com>; Duraimanickam, Indhuja <Indhuja.Duraimanickam@pfizer.com>; Gunasekaran, Nandhini <Nandhini.Gunasekaran@pfizer.com>; Muthuramalingam, Vimala Gokulam <Vimala.Muthuramalingam@pfizer.com>; Samiayyan, Shan <Shan.Samiayyan@Pfizer.com>; Udayakumar, Sowmiya <Sowmiya.Udayakumar@pfizer.com>; Venkatesan, Priyadarshini <Priyadarshini.V@pfizer.com>; DL-Astra <DL-Astra@pfizer.com>; DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: RE: Patient Insights | INC03755462 | Enhanced Services-Financial-Incremental Trx Difference

Hi Shan,

We had a walkthrough session on the below request with the business during the previous bi weekly call. The business mentioned that the Enhanced Services – Financial issue is a low priority for them and recommended enhancing the pair matching mechanism to explore the possibility of generating the same patient ID consistently across all runs.
Based on this discussion, we plan to create a Jira for this enhanc",,,App_001,User_005
Patient Insights,Workaround applied,"Problem:
In Enhanced Services, the Incremental Transactions and Calculated Ratio show significant variation with every production load.
RCA:
During patient-pair generation, the Patient ID changes across loads, resulting in a different or additional set of patient pairs being produced each time. This leads to changes in the Inc_Avg values for the corresponding brands. Since Incremental Revenue—a key input for Ratio calculation—depends on these values, the Ratio fluctuates across loads.
Resolution:
To ensure consistent results, we plan to enhance the patient-pair matching mechanism so that the same Patient IDs are generated reliably across all runs. A Jira ticket https://digitalpfizer.atlassian.net/browse/PSSPI-9074 has been created for this enhancement and handed over to the L3 team for further action.


",INC03755462,2026-02-09 1:34,,2026-03-25 8:04,4 - Low,,SURESB06,Patient Insights | Enhancement | Enhanced Services-Financial-Incremental Trx Difference - JIRA -,,"2026-03-18 07:07:03 - Bhargavi Suresh (Work notes)
From: Kumar Paramasivam, Manoj (Contractor) <Manoj.KumarParamasivam@pfizer.com> 
Sent: Tuesday, March 17, 2026 5:02 PM
To: Sivaramakrishnan, Chellakumar (Contractor) <Chellakumar.Sivaramakrishnan@pfizer.com>
Cc: Shaji, Genuine <Genuine.Shaji@pfizer.com>; DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: FW: Patient Insights | INC03755462 | Enhanced Services-Financial-Incremental Trx Difference

Hi Chella,

As discussed, we have created the Jira https://digitalpfizer.atlassian.net/browse/PSSPI-9074 for below request to L3 team to proceed the enhancement and it is low priority from the Business.

Please let us know if anything required.

Regards,
Manoj kumar.P


From: Kumar Paramasivam, Manoj (Contractor) 
Sent: Tuesday, March 10, 2026 2:48 PM
To: Suresh, Bhargavi (Contractor) <Bhargavi.Suresh@pfizer.com>; Samiayyan, Shan <Shan.Samiayyan@Pfizer.com>
Cc: Wang, Eric <Eric.Wang2@pfizer.com>; Ananthakrishnan, Mahadevan <Mahadevan.Ananthakrishnan@pfizer.com>; Duraimanickam, Indhuja <Indhuja.Duraimanickam@pfizer.com>; Gunasekaran, Nandhini <Nandhini.Gunasekaran@pfizer.com>; Muthuramalingam, Vimala Gokulam <Vimala.Muthuramalingam@pfizer.com>; Samiayyan, Shan <Shan.Samiayyan@Pfizer.com>; Udayakumar, Sowmiya <Sowmiya.Udayakumar@pfizer.com>; Venkatesan, Priyadarshini <Priyadarshini.V@pfizer.com>; DL-Astra <DL-Astra@pfizer.com>; DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: RE: Patient Insights | INC03755462 | Enhanced Services-Financial-Incremental Trx Difference

Hi Shan,

We had a walkthrough session on the below request with the business during the previous bi weekly call. The business mentioned that the Enhanced Services – Financial issue is a low priority for them and recommended enhancing the pair matching mechanism to explore the possibility of generating the same patient ID consistently across all runs.
Based on this discussion, we plan to create a Jira for this enhanc",,,App_001,User_005
Patient Insights,,,CHG0222387,2026-01-07 5:19,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-01-07 05:19:35 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to Authorize

2026-01-07 05:03:03 - Akhil Durgam (Work notes)
Hympavzi_PI HUB Management - Viz Technical Design_SIGNED.pdf has been attached to CHG0222387

2026-01-07 05:03:03 - Akhil Durgam (Work notes)
Hympavzi_PI HUB Management - ETL Technical Design_SIGNED.pdf has been attached to CHG0222387

2026-01-07 05:03:00 - Akhil Durgam (Work notes)
Hympavzi_HSC UAT Verification Summary Dec 2025_SIGNED.pdf has been attached to CHG0222387

2026-01-07 05:02:58 - Akhil Durgam (Work notes)
Hympavzi Integration  - Deployment Document -Dec'25- PROD v2.docx has been attached to CHG0222387

",,,App_001,
Patient Insights,,,CHG0248996,2026-01-07 6:27,,,3 - Moderate,,DURGAA02,Patient Insights| Deployment of Target List and CE Report Updates | UAT Deployment,,"2026-01-12 00:30:27 - Akhil Durgam (Work notes)
PI Control Tower Target List & CE Report-UAT Deployment-Jan'26.docx has been attached to CHG0248996

2026-01-12 00:30:12 - Akhil Durgam (Work notes)
PI Control Tower Target List & CE Report-UAT Deployment-Jan'26.docx has been removed from CHG0248996

2026-01-07 06:40:37 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to Authorize

2026-01-07 06:36:29 - Akhil Durgam (Work notes)
PI Control Tower Target List & CE Report-UAT Deployment-Jan'26.docx has been attached to CHG0248996

2026-01-07 06:36:26 - Akhil Durgam (Work notes)
PI - Control Tower Reports ETL Technical Design Document_2026.pdf has been attached to CHG0248996

",,,App_001,User_002
Patient Insights,,,CHG0248996,2026-01-07 6:40,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-01-12 00:30:27 - Akhil Durgam (Work notes)
PI Control Tower Target List & CE Report-UAT Deployment-Jan'26.docx has been attached to CHG0248996

2026-01-12 00:30:12 - Akhil Durgam (Work notes)
PI Control Tower Target List & CE Report-UAT Deployment-Jan'26.docx has been removed from CHG0248996

2026-01-07 06:40:37 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to Authorize

2026-01-07 06:36:29 - Akhil Durgam (Work notes)
PI Control Tower Target List & CE Report-UAT Deployment-Jan'26.docx has been attached to CHG0248996

2026-01-07 06:36:26 - Akhil Durgam (Work notes)
PI - Control Tower Reports ETL Technical Design Document_2026.pdf has been attached to CHG0248996

",,,App_001,
Patient Insights,,,CHG0251684,2026-01-08 7:05,,,3 - Moderate,,DURGAA02,Patient Insights| Deployment of PNTINSIGHT_LND.ES_INTERVENTION_SERVICE_TYPE_XREF| INC01872768 | PROD Deployment,,"2026-01-09 01:44:03 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to Authorize

2026-01-09 01:40:12 - Akhil Durgam (Work notes)
Patient Insights - IM45664641 - Verification Summary v1.0_UAT.pdf has been attached to CHG0251684

2026-01-09 01:40:10 - Akhil Durgam (Work notes)
IM45664641INC01872768 - Patient Insights Deployment Guide_PROD.docx has been attached to CHG0251684

",,,App_001,User_002
Patient Insights,,,CHG0251684,2026-01-09 1:44,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-01-09 01:44:03 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to Authorize

2026-01-09 01:40:12 - Akhil Durgam (Work notes)
Patient Insights - IM45664641 - Verification Summary v1.0_UAT.pdf has been attached to CHG0251684

2026-01-09 01:40:10 - Akhil Durgam (Work notes)
IM45664641INC01872768 - Patient Insights Deployment Guide_PROD.docx has been attached to CHG0251684

",,,App_001,
Patient Insights,,,CHG0273606,2026-01-19 7:09,,,3 - Moderate,,DURGAA02,Patient Insights| Deployment of for Integrating Hybrid HUB and Hympavzi data into Patient Summary and Journey | PROD Deployment,,"2026-01-23 01:33:25 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to Authorize

2026-01-22 23:29:04 - Akhil Durgam (Work notes)
Hybrid Oncology Hub Patient Experience Report UAT Verification Summary - Data Integration R1 SIG.pdf has been attached to CHG0273606

2026-01-22 23:28:32 - Akhil Durgam (Work notes)
PI Patient Experience - Viz ETL Technical Design SIGNED.pdf has been attached to CHG0273606

2026-01-22 23:28:30 - Akhil Durgam (Work notes)
Hympavzi Patient Experience Report UAT Verification Summary - Hympavzi Data Integration R2 SIGNE.pdf has been attached to CHG0273606

2026-01-22 23:27:54 - Akhil Durgam (Work notes)
PI Patient Experience - ETL Technical Design SIGNED.pdf has been attached to CHG0273606

2026-01-22 23:27:50 - Akhil Durgam (Work notes)
Hybrid HUB Integration  - Deployment Document -Jan'26- PROD.docx has been attached to CHG0273606

",,,App_001,User_002
Patient Insights,,,CHG0273606,2026-01-23 1:33,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-01-23 01:33:25 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to Authorize

2026-01-22 23:29:04 - Akhil Durgam (Work notes)
Hybrid Oncology Hub Patient Experience Report UAT Verification Summary - Data Integration R1 SIG.pdf has been attached to CHG0273606

2026-01-22 23:28:32 - Akhil Durgam (Work notes)
PI Patient Experience - Viz ETL Technical Design SIGNED.pdf has been attached to CHG0273606

2026-01-22 23:28:30 - Akhil Durgam (Work notes)
Hympavzi Patient Experience Report UAT Verification Summary - Hympavzi Data Integration R2 SIGNE.pdf has been attached to CHG0273606

2026-01-22 23:27:54 - Akhil Durgam (Work notes)
PI Patient Experience - ETL Technical Design SIGNED.pdf has been attached to CHG0273606

2026-01-22 23:27:50 - Akhil Durgam (Work notes)
Hybrid HUB Integration  - Deployment Document -Jan'26- PROD.docx has been attached to CHG0273606

",,,App_001,
Patient Insights,,,CHG0273897,2026-01-19 8:29,,,3 - Moderate,,DURGAA02,Patient Insights| Deployment of OPSA Dashboard Release 2 | UAT Deployment,,"2026-01-21 08:18:33 - Akhil Durgam (Work notes)
PI OPSA FRD Dashboard Release 2 - UAT Deployment Document-22JAN2026.docx has been attached to CHG0273897

2026-01-21 08:18:32 - Akhil Durgam (Work notes)
PI OPSA FRD Dashboard Release 2 - Functional Design Document_SIGNED.pdf has been attached to CHG0273897

2026-01-20 07:05:24 - System (Work notes)
Change Assessment Task Closure Notes: proceed to authorize

",,,App_001,User_002
Patient Insights,,,CHG0273897,2026-01-20 7:05,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-01-21 08:18:33 - Akhil Durgam (Work notes)
PI OPSA FRD Dashboard Release 2 - UAT Deployment Document-22JAN2026.docx has been attached to CHG0273897

2026-01-21 08:18:32 - Akhil Durgam (Work notes)
PI OPSA FRD Dashboard Release 2 - Functional Design Document_SIGNED.pdf has been attached to CHG0273897

2026-01-20 07:05:24 - System (Work notes)
Change Assessment Task Closure Notes: proceed to authorize

",,,App_001,
